Date;Météo;Pluie(mm);T°C (12h-15h);Humidité;T°C (12h-15h)_traite;Humidité_traite;Météo_Corrigée;Météo_Clean;Météo_1;Météo_2;Météo_3;Météo_4
2024-07-12;couvert/pluie;7.0;19.0;0.77;19.0;0.77;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-07-13;couvert/éclaircies;0.0;18.0;0.49;18.0;0.49;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2024-07-14;beau;0.0;26.0;0.5;26.0;0.5;beau;beau;beau;;;
2024-07-15;beau/orageux;0.0;30.0;0.44;30.0;0.44;beau/orageux;beau/orageux;beau;orageux;;
2024-07-16;pluie/couvert;2.0;23.0;0.47;23.0;0.47;pluie/couvert;pluie/couvert;pluie;couvert;;
2024-07-17;voilé/beau;0.0;30.0;0.4;30.0;0.4;voilé/beau;voilé/beau;voilé;beau;;
2024-07-18;beau;0.0;31.0;0.41;31.0;0.41;beau;beau;beau;;;
2024-07-19;voilé/beau;0.0;32.0;0.4;32.0;0.4;voilé/beau;voilé/beau;voilé;beau;;
2024-07-20;lourd;0.0;29.0;0.53;29.0;0.53;lourd;lourd;lourd;;;
2024-07-21;orages/éclaircies/pluie;27.0;21.0;0.52;21.0;0.52;orages/éclaircies/pluie;orages/éclaircies/pluie;orages;éclaircies;pluie;
2024-07-22;couvert/éclaircies;0.0;21.0;0.52;21.0;0.52;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2024-07-23;beau;0.0;28.0;0.42;28.0;0.42;beau;beau;beau;;;
2024-07-24;voilé;0.0;28.0;0.48;28.0;0.48;voilé;voilé;voilé;;;
2024-07-25;brumeux/beau;0.0;27.0;0.45;27.0;0.45;brumeux/beau;brumeux/beau;brumeux;beau;;
2024-07-26;nuageux;0.0;30.0;0.45;30.0;0.45;nuageux;nuageux;nuageux;;;
2024-07-27;brumeux/couvert;0.0;26.0;0.6;26.0;0.6;brumeux/couvert;brumeux/couvert;brumeux;couvert;;
2024-07-28;beau;0.0;31.0;0.45;31.0;0.45;beau;beau;beau;;;
2024-07-29;beau;0.0;35.0;0.3;35.0;0.3;beau;beau;beau;;;
2024-07-30;beau/orage;5.0;35.0;0.4;35.0;0.4;beau/orage;beau/orage;beau;orage;;
2024-07-31;beau;0.0;33.0;0.43;33.0;0.43;beau;beau;beau;;;
2024-08-01;couvert/éclaircies;0.0;23.0;0.71;23.0;0.71;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2024-08-02;pluie/couvert;4.0;22.0;0.74;22.0;0.74;pluie/couvert;pluie/couvert;pluie;couvert;;
2024-08-03;bruine/éclaircies/beau;0.5;21.0;0.57;21.0;0.57;bruine/éclaircies/beau;bruine/éclaircies/beau;bruine;éclaircies;beau;
2024-08-04;beau;0.0;25.0;0.3;25.0;0.3;beau;beau;beau;;;
2024-08-05;beau;0.0;30.0;0.42;30.0;0.42;beau;beau;beau;;;
2024-08-06;orageux/mitigé;0.0;30.0;0.47;30.0;0.47;orageux/mitigé;orageux/mitigé;orageux;mitigé;;
2024-08-07;couvert;0.0;23.0;0.65;23.0;0.65;couvert;couvert;couvert;;;
2024-08-08;beau;0.0;32.0;0.35;32.0;0.35;beau;beau;beau;;;
2024-08-09;beau;0.0;31.0;0.36;31.0;0.36;beau;beau;beau;;;
2024-08-10;beau;0.0;32.0;0.43;32.0;0.43;beau;beau;beau;;;
2024-08-11;beau;0.0;33.0;0.4;33.0;0.4;beau;beau;beau;;;
2024-08-12;couvert/beau;0.0;24.0;0.7;24.0;0.7;couvert/beau;couvert/beau;couvert;beau;;
2024-08-13;couvert/pluie/éclaircies;2.0;25.0;0.65;25.0;0.65;couvert/pluie/éclaircies;couvert/pluie/éclaircies;couvert;pluie;éclaircies;
2024-08-14;fortes pluie/acalmie;95.0;19.0;0.79;19.0;0.79;fortes pluie/acalmie;fortes pluie/acalmie;fortes pluie;acalmie;;
2024-08-15;pluie/éclaircies;5.0;24.0;0.5;24.0;0.5;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2024-08-16;couvert/belles éclaircies;0.0;28.0;0.42;28.0;0.42;couvert/belles éclaircies;couvert/belles éclaircies;couvert;belles éclaircies;;
2024-08-17;ensoleillé;0.0;29.0;0.45;29.0;0.45;ensoleillé;ensoleillé;ensoleillé;;;
2024-08-18;pluie/éclaircies;5.0;25.0;0.51;25.0;0.51;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2024-08-19;ensoleillé;0.0;27.0;0.34;27.0;0.34;ensoleillé;ensoleillé;ensoleillé;;;
2024-08-20;beau;0.0;26.0;0.35;26.0;0.35;beau;beau;beau;;;
2024-08-21;pluie/couvert/éclaircies;4.0;21.0;0.59;21.0;0.59;pluie/couvert/éclaircies;pluie/couvert/éclaircies;pluie;couvert;éclaircies;
2024-08-22;beau;0.0;27.0;0.37;27.0;0.37;beau;beau;beau;;;
2024-08-23;couvert/éclaircies;0.0;20.0;0.67;20.0;0.67;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2024-08-24;beau/orages;37.0;31.0;0.49;31.0;0.49;beau/orages;beau/orages;beau;orages;;
2024-08-25;couvert/éclaircies;0.0;22.0;0.35;22.0;0.35;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2024-08-26;beau;0.0;24.0;0.3;24.0;0.3;beau;beau;beau;;;
2024-08-27;beau;0.0;26.0;;26.0;0.355;beau;beau;beau;;;
2024-08-28;beau;0.0;31.0;0.41;31.0;0.41;beau;beau;beau;;;
2024-08-29;couvert/éclaircies;0.0;26.0;0.5;26.0;0.5;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2024-08-30;beau;0.0;29.0;0.45;29.0;0.45;beau;beau;beau;;;
2024-08-31;couvert/éclaircies/averses;1.0;31.0;0.52;31.0;0.52;couvert/éclaircies/averses;couvert/éclaircies/averses;couvert;éclaircies;averses;
2024-09-01;pluie/couvert;0.0;21.0;0.74;21.0;0.74;pluie/couvert;pluie/couvert;pluie;couvert;;
2024-09-02;beau;0.0;26.0;0.32;26.0;0.32;beau;beau;beau;;;
2024-09-03;pluie/bruine;10.0;18.0;0.8;18.0;0.8;pluie/bruine;pluie/bruine;pluie;bruine;;
2024-09-04;pluie;30.0;16.0;0.8;16.0;0.8;pluie;pluie;pluie;;;
2024-09-05;éclaircie;0.0;24.0;0.43;24.0;0.43;éclaircie;éclaircie;éclaircie;;;
2024-09-06;nuageux/pluie;3.0;18.0;0.6;18.0;0.6;nuageux/pluie;nuageux/pluie;nuageux;pluie;;
2024-09-07;nuageux/;0.0;21.0;0.64;21.0;0.64;nuageux/;nuageux/;nuageux;;;
2024-09-08;éclaircies/dégradation/pluie;4.0;19.0;0.69;19.0;0.69;éclaircies/dégradation/pluie;éclaircies/dégradation/pluie;éclaircies;dégradation;pluie;
2024-09-09;couvert/éclaircies;0.0;18.0;0.65;18.0;0.65;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2024-09-10;éclaircie;0.0;21.0;0.44;21.0;0.44;éclaircie;éclaircie;éclaircie;;;
2024-09-11;éclaircie/pluie;19.0;23.0;0.43;23.0;0.43;éclaircie/pluie;éclaircie/pluie;éclaircie;pluie;;
2024-09-12;pluie/éclaircies;1.0;19.0;;19.0;0.415;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2024-09-13;pluie/éclaircies;2.0;18.0;0.4;18.0;0.4;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2024-09-14;beau;0.0;20.0;0.32;20.0;0.32;beau;beau;beau;;;
2024-09-15;beau;0.0;17.0;0.42;17.0;0.42;beau;beau;beau;;;
2024-09-16;beau;0.0;20.0;0.35;20.0;0.35;beau;beau;beau;;;
2024-09-17;couvert;0.0;16.0;0.62;16.0;0.62;couvert;couvert;couvert;;;
2024-09-18;beau;0.0;26.0;0.38;26.0;0.38;beau;beau;beau;;;
2024-09-19;beau;0.0;23.0;0.45;23.0;0.45;beau;beau;beau;;;
2024-09-20;couvert/pluie/éclaircies;1.0;20.0;0.71;20.0;0.71;couvert/pluie/éclaircies;couvert/pluie/éclaircies;couvert;pluie;éclaircies;
2024-09-21;nuageux/pluie;6.0;22.0;0.57;22.0;0.57;nuageux/pluie;nuageux/pluie;nuageux;pluie;;
2024-09-22;couvert/pluie;4.0;18.0;0.74;18.0;0.74;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-09-23;pluie/éclaircies;14.0;19.0;0.53;19.0;0.53;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2024-09-24;beau;0.0;19.0;;19.0;0.495;beau;beau;beau;;;
2024-09-25;beau/voilé;0.0;24.0;0.46;24.0;0.46;beau/voilé;beau/voilé;beau;voilé;;
2024-09-26;couvert/pluie;5.0;17.0;0.83;17.0;0.83;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-09-27;couvert/pluie;4.0;13.0;0.75;13.0;0.75;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-09-28;éclaircies;0.0;17.0;0.47;17.0;0.47;éclaircies;éclaircies;éclaircies;;;
2024-09-29;beau;0.0;22.0;0.38;22.0;0.38;beau;beau;beau;;;
2024-09-30;beau;0.0;24.0;0.45;24.0;0.45;beau;beau;beau;;;
2024-10-01;voilé;0.0;22.0;0.6;22.0;0.6;voilé;voilé;voilé;;;
2024-10-02;pluie;16.0;17.0;0.63;17.0;0.63;pluie;pluie;pluie;;;
2024-10-03;éclaircie;0.0;17.0;0.48;17.0;0.48;éclaircie;éclaircie;éclaircie;;;
2024-10-04;éclaircie;0.0;19.0;;19.0;0.375;éclaircie;éclaircie;éclaircie;;;
2024-10-05;beau;0.0;27.0;0.27;27.0;0.27;beau;beau;beau;;;
2024-10-06;voilé;0.0;25.0;0.46;25.0;0.46;voilé;voilé;voilé;;;
2024-10-07;couvert/pluie;5.0;18.0;0.69;18.0;0.69;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-10-08;beau;0.0;25.0;0.37;25.0;0.37;beau;beau;beau;;;
2024-10-09;beau/pluie;10.0;25.0;0.5;25.0;0.5;beau/pluie;beau/pluie;beau;pluie;;
2024-10-10;pluie/éclaircies;1.0;17.0;0.5;17.0;0.5;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2024-10-11;beau;0.0;17.0;;17.0;0.5900000000000001;beau;beau;beau;;;
2024-10-12;couvert;0.0;17.0;0.68;17.0;0.68;couvert;couvert;couvert;;;
2024-10-13;beau;0.0;28.0;0.4;28.0;0.4;beau;beau;beau;;;
2024-10-14;couvert;0.0;24.0;0.55;24.0;0.55;couvert;couvert;couvert;;;
2024-10-15;couvert;0.0;20.0;0.73;20.0;0.73;couvert;couvert;couvert;;;
2024-10-16;éclaircie;0.0;23.0;0.5;23.0;0.5;éclaircie;éclaircie;éclaircie;;;
2024-10-17;couvert/pluie;40.0;17.0;0.83;17.0;0.83;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-10-18;pluie;14.0;13.0;0.85;13.0;0.85;pluie;pluie;pluie;;;
2024-10-19;éclaircie;0.0;17.0;0.58;17.0;0.58;éclaircie;éclaircie;éclaircie;;;
2024-10-20;beau;0.0;25.0;0.41;25.0;0.41;beau;beau;beau;;;
2024-10-21;beau;0.0;23.0;0.45;23.0;0.45;beau;beau;beau;;;
2024-10-22;pluie;16.0;14.0;0.8;14.0;0.8;pluie;pluie;pluie;;;
2024-10-23;brouillard/couvert;0.0;17.0;;17.0;0.63;brouillard/couvert;brouillard/couvert;brouillard;couvert;;
2024-10-24;beau;0.0;23.0;0.46;23.0;0.46;beau;beau;beau;;;
2024-10-25;couvert/pluie;7.0;18.0;0.67;18.0;0.67;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-10-26;pluie;6.0;12.0;0.81;12.0;0.81;pluie;pluie;pluie;;;
2024-10-27;bruine/couvert/éclaircies;0.0;15.0;0.61;15.0;0.61;bruine/couvert/éclaircies;bruine/couvert/éclaircies;bruine;couvert;éclaircies;
2024-10-28;couvert/pluie;11.0;13.0;0.78;13.0;0.78;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-10-29;brouillard/couvert;1.0;15.0;0.74;15.0;0.74;brouillard/couvert;brouillard/couvert;brouillard;couvert;;
2024-10-30;nuageux/couvert;0.0;22.0;0.53;22.0;0.53;nuageux/couvert;nuageux/couvert;nuageux;couvert;;
2024-10-31;beau;0.0;19.0;0.74;19.0;0.74;beau;beau;beau;;;
2024-11-01;beau;0.0;24.0;0.44;24.0;0.44;beau;beau;beau;;;
2024-11-02;couvert/éclaircies;0.0;22.0;0.49;22.0;0.49;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2024-11-03;beau;0.0;25.0;0.36;25.0;0.36;beau;beau;beau;;;
2024-11-04;beau/nuageux;0.0;18.0;0.68;18.0;0.68;beau/nuageux;beau/nuageux;beau;nuageux;;
2024-11-05;nuageux/;0.0;21.0;0.49;21.0;0.49;nuageux/;nuageux/;nuageux;;;
2024-11-06;beau;0.0;25.0;0.38;25.0;0.38;beau;beau;beau;;;
2024-11-07;beau;0.0;24.0;;24.0;0.36;beau;beau;beau;;;
2024-11-08;beau/voilé;0.0;25.0;0.34;25.0;0.34;beau/voilé;beau/voilé;beau;voilé;;
2024-11-09;couvert/pluie;19.0;16.0;0.74;16.0;0.74;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-11-10;pluie/couvert;0.0;15.0;0.59;15.0;0.59;pluie/couvert;pluie/couvert;pluie;couvert;;
2024-11-11;couvert;0.0;15.0;0.62;15.0;0.62;couvert;couvert;couvert;;;
2024-11-12;couvert/pluie;9.0;7.0;0.78;7.0;0.78;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-11-13;couvert;0.0;10.0;0.74;10.0;0.74;couvert;couvert;couvert;;;
2024-11-14;beau;0.0;12.0;;12.0;0.5549999999999999;beau;beau;beau;;;
2024-11-15;beau;0.0;18.0;0.37;18.0;0.37;beau;beau;beau;;;
2024-11-16;beau;0.0;21.0;0.34;21.0;0.34;beau;beau;beau;;;
2024-11-17;voilé/couvert;0.0;16.0;0.45;16.0;0.45;voilé/couvert;voilé/couvert;voilé;couvert;;
2024-11-18;couvert;0.0;11.0;0.64;11.0;0.64;couvert;couvert;couvert;;;
2024-11-19;gris;0.0;13.0;0.69;13.0;0.69;gris;gris;gris;;;
2024-11-20;pluie;21.0;8.0;0.82;8.0;0.82;pluie;pluie;pluie;;;
2024-11-21;gris;0.0;16.0;0.52;16.0;0.52;gris;gris;gris;;;
2024-11-22;pluie/éclaircies;0.0;8.0;0.66;8.0;0.66;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2024-11-23;beau;0.0;12.0;;12.0;0.54;beau;beau;beau;;;
2024-11-24;ensoleillé;0.0;22.0;0.42;22.0;0.42;ensoleillé;ensoleillé;ensoleillé;;;
2024-11-25;couvert/pluie;9.0;17.0;0.64;17.0;0.64;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-11-26;gris;0.0;13.0;0.54;13.0;0.54;gris;gris;gris;;;
2024-11-27;beau;0.0;18.0;0.31;18.0;0.31;beau;beau;beau;;;
2024-11-28;beau;0.0;19.0;0.32;19.0;0.32;beau;beau;beau;;;
2024-11-29;beau;0.0;20.0;;20.0;0.3399999999999999;beau;beau;beau;;;
2024-11-30;beau;0.0;21.0;0.36;21.0;0.36;beau;beau;beau;;;
2024-12-01;beau;0.0;22.0;0.37;22.0;0.37;beau;beau;beau;;;
2024-12-02;couvert/pluie;9.0;11.0;0.82;11.0;0.82;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-12-03;couvert/éclaircies/pluie;2.0;10.0;0.68;10.0;0.68;couvert/éclaircies/pluie;couvert/éclaircies/pluie;couvert;éclaircies;pluie;
2024-12-04;éclaircies/beau;0.0;10.0;;10.0;0.505;éclaircies/beau;éclaircies/beau;éclaircies;beau;;
2024-12-05;beau;0.0;14.0;0.33;14.0;0.33;beau;beau;beau;;;
2024-12-06;pluie;6.0;13.0;0.82;13.0;0.82;pluie;pluie;pluie;;;
2024-12-07;couvert/tempête;15.0;10.0;0.72;10.0;0.72;couvert/tempête;couvert/tempête;couvert;tempête;;
2024-12-08;couvert/pluie;17.0;6.0;0.7;6.0;0.7;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-12-09;pluie;21.0;5.0;0.82;5.0;0.82;pluie;pluie;pluie;;;
2024-12-10;couvert;0.0;4.0;0.71;4.0;0.71;couvert;couvert;couvert;;;
2024-12-11;couvert/éclaircie;0.0;5.0;0.68;5.0;0.68;couvert/éclaircie;couvert/éclaircie;couvert;éclaircie;;
2024-12-12;éclaircie;0.0;14.0;0.43;14.0;0.43;éclaircie;éclaircie;éclaircie;;;
2024-12-13;ensoleillé;0.0;13.0;0.45;13.0;0.45;ensoleillé;ensoleillé;ensoleillé;;;
2024-12-14;ensoleillé/pluie;5.0;10.0;;10.0;0.62;ensoleillé/pluie;ensoleillé/pluie;ensoleillé;pluie;;
2024-12-15;pluie/éclaircies;2.0;6.0;0.79;6.0;0.79;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2024-12-16;beau;0.0;15.0;0.38;15.0;0.38;beau;beau;beau;;;
2024-12-17;beau;0.0;16.0;;16.0;0.375;beau;beau;beau;;;
2024-12-18;beau;0.0;17.0;0.37;17.0;0.37;beau;beau;beau;;;
2024-12-19;ensoleillé/pluie;14.0;11.0;0.78;11.0;0.78;ensoleillé/pluie;ensoleillé/pluie;ensoleillé;pluie;;
2024-12-20;ensoleillé;0.0;10.0;0.38;10.0;0.38;ensoleillé;ensoleillé;ensoleillé;;;
2024-12-21;pluie;2.0;8.0;0.8;8.0;0.8;pluie;pluie;pluie;;;
2024-12-22;couvert/pluie;14.0;12.0;0.62;12.0;0.62;couvert/pluie;couvert/pluie;couvert;pluie;;
2024-12-23;pluie;2.0;5.0;0.68;5.0;0.68;pluie;pluie;pluie;;;
2024-12-24;pluie;5.0;10.0;0.85;10.0;0.85;pluie;pluie;pluie;;;
2024-12-25;brouillard épais;1.0;8.0;0.81;8.0;0.81;brouillard épais;brouillard épais;brouillard épais;;;
2024-12-26;brouillard/;0.0;6.0;0.77;6.0;0.77;brouillard/;brouillard/;brouillard;;;
2024-12-27;brumeux/beau;0.0;14.0;0.34;14.0;0.34;brumeux/beau;brumeux/beau;brumeux;beau;;
2024-12-28;beau;0.0;13.0;0.38;13.0;0.38;beau;beau;beau;;;
2024-12-29;éclaircie;0.0;8.0;0.55;8.0;0.55;éclaircie;éclaircie;éclaircie;;;
2024-12-30;beau/brouillard épais;0.0;7.0;0.46;7.0;0.46;beau/brouillard épais;beau/brouillard épais;beau;brouillard épais;;
2024-12-31;beau;0.0;9.0;0.4;9.0;0.4;beau;beau;beau;;;
2025-01-01;beau;0.0;14.0;0.37;14.0;0.37;beau;beau;beau;;;
2025-01-02;beau/voilé;0.0;10.0;0.48;10.0;0.48;beau/voilé;beau/voilé;beau;voilé;;
2025-01-03;pluie;6.0;10.0;0.75;10.0;0.75;pluie;pluie;pluie;;;
2025-01-04;pluie/éclaircies;0.0;12.0;0.81;12.0;0.81;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2025-01-05;nuageux;0.0;11.0;0.69;11.0;0.69;nuageux;nuageux;nuageux;;;
2025-01-06;éclaircies/couvert/pluie;7.0;10.0;0.72;10.0;0.72;éclaircies/couvert/pluie;éclaircies/couvert/pluie;éclaircies;couvert;pluie;
2025-01-07;beau;0.0;14.0;0.28;14.0;0.28;beau;beau;beau;;;
2025-01-08;voilé;0.0;17.0;0.44;17.0;0.44;voilé;voilé;voilé;;;
2025-01-09;éclaircies/vent/pluie;1.0;14.0;0.44;14.0;0.44;éclaircies/vent/pluie;éclaircies/vent/pluie;éclaircies;vent;pluie;
2025-01-10;éclaircies/pluie;13.0;16.0;0.44;16.0;0.44;éclaircies/pluie;éclaircies/pluie;éclaircies;pluie;;
2025-01-11;pluie/couvert/pluie;3.0;11.0;0.58;11.0;0.58;pluie/couvert/pluie;pluie/couvert/pluie;pluie;couvert;pluie;
2025-01-12;beau;0.0;4.0;0.42;4.0;0.42;beau;beau;beau;;;
2025-01-13;beau;0.0;7.0;0.35;7.0;0.35;beau;beau;beau;;;
2025-01-14;beau;0.0;5.0;0.39;5.0;0.39;beau;beau;beau;;;
2025-01-15;voilé;0.0;6.0;0.37;6.0;0.37;voilé;voilé;voilé;;;
2025-01-16;pluie/éclaircies;1.0;12.0;0.37;12.0;0.37;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2025-01-17;brouillard épais/beau;0.0;14.0;0.33;14.0;0.33;brouillard épais/beau;brouillard épais/beau;brouillard épais;beau;;
2025-01-18;éclaircies/;0.0;8.0;0.46;8.0;0.46;éclaircies/;éclaircies/;éclaircies;;;
2025-01-19;nuageux;0.0;10.0;0.46;10.0;0.46;nuageux;nuageux;nuageux;;;
2025-01-20;éclaircies/;0.0;14.0;0.28;14.0;0.28;éclaircies/;éclaircies/;éclaircies;;;
2025-01-21;voilé;0.0;12.0;0.43;12.0;0.43;voilé;voilé;voilé;;;
2025-01-22;nuageux;0.0;15.0;0.51;15.0;0.51;nuageux;nuageux;nuageux;;;
2025-01-23;pluie/éclaircies;5.0;8.0;0.69;8.0;0.69;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2025-01-24;beau/couvert;0.0;12.0;0.62;12.0;0.62;beau/couvert;beau/couvert;beau;couvert;;
2025-01-25;couvert/pluie;9.0;11.0;0.65;11.0;0.65;couvert/pluie;couvert/pluie;couvert;pluie;;
2025-01-26;couvert;0.0;13.0;0.54;13.0;0.54;couvert;couvert;couvert;;;
2025-01-27;éclaircies/pluie;10.0;13.0;0.59;13.0;0.59;éclaircies/pluie;éclaircies/pluie;éclaircies;pluie;;
2025-01-28;éclaircies/pluie/;13.0;11.0;0.39;11.0;0.39;éclaircies/pluie/;éclaircies/pluie/;éclaircies;pluie;;
2025-01-29;beau;0.0;16.0;0.42;16.0;0.42;beau;beau;beau;;;
2025-01-30;beau/dégradation/pluie;10.0;16.0;0.36;16.0;0.36;beau/dégradation/pluie;beau/dégradation/pluie;beau;dégradation;pluie;
2025-01-31;couvert;0.0;7.0;0.64;7.0;0.64;couvert;couvert;couvert;;;
2025-02-01;beau;0.0;13.0;0.27;13.0;0.27;beau;beau;beau;;;
2025-02-02;beau;0.0;8.0;0.4;8.0;0.4;beau;beau;beau;;;
2025-02-03;beau;0.0;8.0;0.42;8.0;0.42;beau;beau;beau;;;
2025-02-04;beau;0.0;11.0;0.27;11.0;0.27;beau;beau;beau;;;
2025-02-05;beau;0.0;12.0;0.21;12.0;0.21;beau;beau;beau;;;
2025-02-06;beau;0.0;12.0;0.24;12.0;0.24;beau;beau;beau;;;
2025-02-07;gris;0.0;9.0;0.55;9.0;0.55;gris;gris;gris;;;
2025-02-08;pluie/couvert/éclaircies;9.0;7.0;0.47;7.0;0.47;pluie/couvert/éclaircies;pluie/couvert/éclaircies;pluie;couvert;éclaircies;
2025-02-09;couvert/pluie;1.0;7.0;0.58;7.0;0.58;couvert/pluie;couvert/pluie;couvert;pluie;;
2025-02-10;ensoleillé ;0.0;13.0;0.41;13.0;0.41;ensoleillé ;ensoleillé;ensoleillé;;;
2025-02-11;voilé;0.0;13.0;0.45;13.0;0.45;voilé;voilé;voilé;;;
2025-02-12;couvert/pluie;8.0;11.0;0.6;11.0;0.6;couvert/pluie;couvert/pluie;couvert;pluie;;
