Date;T°C (12h-15h);Pluie(mm);Météo;Humidité;Météo_1;Météo_2;Météo_3;Météo_4;Type_Météo_1;Type_Météo_2;Type_Météo_3;Type_Météo_4
2024-04-11;20.0;0.0;beau/qq nuages;0.3;beau;qq nuages;;;BEAU;NUAGES;NON RENSEIGNE;NON RENSEIGNE
2024-04-12;24.0;0.0;beau;0.36;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-13;27.0;0.0;beau;0.27;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-14;26.0;0.0;beau;0.34;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-15;16.0;0.0;couvert;0.68;couvert;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-16;8.0;4.0;couvert/pluie/vent/éclaircies;0.79;couvert;pluie;vent;éclaircies;COUVERT;PLUIE;VENT;ECLAIRCIES
2024-04-17;13.0;0.5;couvert/pluie fine/éclaircie;0.61;couvert;pluie fine;éclaircie;;COUVERT;PLUIE;ECLAIRCIES;NON RENSEIGNE
2024-04-18;12.0;4.0;giboulées;0.6;giboulées;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-19;19.0;0.0;beau;0.3;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-20;19.0;0.0;beau/qq nuages;0.35;beau;qq nuages;;;BEAU;NUAGES;NON RENSEIGNE;NON RENSEIGNE
2024-04-21;14.0;0.0;beau/vent;0.35;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-04-22;12.0;0.0;qq nuages/vent;0.35;qq nuages;vent;;;NUAGES;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-04-23;9.0;0.0;nuageux/vent;0.45;nuageux;vent;;;COUVERT;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-04-24;12.0;0.5;couvert/vent;0.39;couvert;vent;;;COUVERT;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-04-25;15.0;5.0;nuageux/pluie;0.38;nuageux;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-04-26;18.0;0.0;beau/nuageux;0.39;beau;nuageux;;;BEAU;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-04-27;20.0;2.0;nuageux/vent/pluie;0.45;nuageux;vent;pluie;;COUVERT;VENT;PLUIE;NON RENSEIGNE
2024-04-28;14.0;14.0;couvert/pluie;0.54;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-04-29;11.0;9.0;pluie;0.75;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-30;13.0;0.0;couvert/éclaircies;0.63;couvert;éclaircies;;;COUVERT;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2024-05-01;10.0;15.0;pluie;0.77;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-05-02;11.0;0.0;couvert/vent/éclaircies;0.55;couvert;vent;éclaircies;;COUVERT;VENT;ECLAIRCIES;NON RENSEIGNE
2024-05-03;18.0;0.0;beau/couvert;0.31;beau;couvert;;;BEAU;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-05-04;23.0;0.0;couvert/éclaircies;0.36;couvert;éclaircies;;;COUVERT;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2024-05-05;22.0;17.0;beau/orages;0.49;beau;orages;;;BEAU;ORAGE;NON RENSEIGNE;NON RENSEIGNE
2024-05-06;12.0;4.0;pluie;0.66;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-05-07;13.0;6.0;éclaircies/vent/pluie;0.56;éclaircies;vent;pluie;;ECLAIRCIES;VENT;PLUIE;NON RENSEIGNE
2024-05-08;20.0;0.0;éclaircies/vent;0.38;éclaircies;vent;;;ECLAIRCIES;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-05-09;25.0;0.0;beau;0.3;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-05-10;26.0;0.0;beau;0.37;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-05-11;27.0;0.0;beau/couvert;0.37;beau;couvert;;;BEAU;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-05-12;16.0;0.0;nuageux/orageux;0.71;nuageux;orageux;;;COUVERT;ORAGE;NON RENSEIGNE;NON RENSEIGNE
2024-05-13;19.0;0.0;couvert/voilé;0.48;couvert;voilé;;;COUVERT;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-05-14;13.0;17.0;pluie/éclaircies;0.65;pluie;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2024-05-15;15.0;8.0;pluie/éclaircies/pluie;0.43;pluie;éclaircies;pluie;;PLUIE;ECLAIRCIES;PLUIE;NON RENSEIGNE
2024-05-16;14.0;5.0;éclaircies/pluie;0.6;éclaircies;pluie;;;ECLAIRCIES;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-05-17;17.0;8.0;éclaircies/pluie;0.49;éclaircies;pluie;;;ECLAIRCIES;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-05-18;15.0;0.0;éclaircies;0.49;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-05-19;14.0;3.0;éclaircies/pluie;0.77;éclaircies;pluie;;;ECLAIRCIES;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-05-20;18.0;0.0;nuageux/pluie;0.47;nuageux;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-05-21;17.0;0.0;nuageux/éclaircies;0.46;nuageux;éclaircies;;;COUVERT;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2024-05-22;17.0;7.0;nuageux/pluie;0.51;nuageux;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-05-23;17.0;1.0;couvert/pluie;0.54;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-05-24;16.0;0.0;pluie/couvert;0.56;pluie;couvert;;;PLUIE;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-05-25;25.0;0.0;voilé;0.41;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-05-26;20.0;0.0;éclaircies/couvert;0.5;éclaircies;couvert;;;ECLAIRCIES;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-05-27;14.0;4.0;pluie/couvert;0.71;pluie;couvert;;;PLUIE;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-05-28;26.0;0.0;beau;0.35;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-05-29;24.0;0.0;voilé/couvert;0.42;voilé;couvert;;;COUVERT;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-05-30;17.0;2.0;pluie/éclaircies;0.75;pluie;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2024-05-31;21.0;0.0;beau;0.36;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-06-01;18.0;0.0;nuageux/;0.55;nuageux;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-06-02;18.0;0.0;nuageux/;0.52;nuageux;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-06-03;24.0;0.0;beau/vent;0.37;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-06-04;24.0;0.0;éclaircies;0.41;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-06-05;29.0;0.0;beau;0.35;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-06-06;28.0;0.0;beau;0.46;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-06-07;26.0;0.0;couvert/lourd;0.58;couvert;lourd;;;COUVERT;CHAUD;NON RENSEIGNE;NON RENSEIGNE
